Nama_Resep,Bahan_Bahan,Cara_Membuat,Jenis_Resep,Bahan_1,Bahan_2,Bahan_3,Bahan_4,Bahan_5
cah jamur kuping tauge telur pedas,200 gram jamur kuping--200 gram toge--2 butir telur ayam--6 siung bawang merah--3 siung bawang putih--2 batang bawang daun--3 cm kencur--1 ruas lengkuas--3 buah cabai hijau--5 buah cabai rawit--Bumbu untuk telur dadar:--Sejumput garam--Sejumput garlic powder--Sejumput merica--Sejumput chilli powder (boleh pakai bon cabe)--Bumbu untuk cah jamur-toge:--1/2 sdt garam--1/2 sdt kaldu bubuk--1/2 sdt gula pasir--Sejumput merica--5 tetes seasoning--50 ml air--2 sdm minyak untuk menumis--Pelengkap:--Kecap manis--Bawang goreng--,"Cuci bersih jamur kuping dan toge, lalu iris-iris jamur sesuai selera. Tiriskan agar berkurang kadar airnya. Cuci bersih juga bahan lainnya (bawang merah, bawang putih, kencur, bawang daun, lengkuas, cabai hijau dan cabai rawit. Iris halus bawang daun untuk campuran telur.--Sementara menunggu buatlah dadar telur dengan mencampur telur, bawang daun iris, garlic powder, garam, merica dan chilli powder. Aduk menjadi satu, lalu goreng menjadi 2 kali. Jika sudah selesai sisihkan.--Iris-iris bawang merah serta cabai hijau dan cabai rawit. Lalu cincang halus bawang putih juga kencur. Geprek juga lengkuas. Kemudian tumis semuanya secara bersamaan hingga harum dengan api kecil.--Kecilkan api lalu masukan jamur kuping serta toge, tambahkan bumbu-bumbu (garam, kaldu bubuk, gula pasir, seasoning, dan merica.) tuangkan air dan aduk hingga merata. Besarkan kembali api lalu tumis lagi sebentar hingga toge tampak layu. Koreksi rasa, jika sudah pas tata cah jamur-toge di atas telur dadar lalu bubuhkan kecap manis dan bawang goreng. (saya membubuhkan kecap manis karena suka, jika kurang suka skip saja.)--Mudah bukan? Selamat mencoba ^_^--",telur,jamur,tauge,telur,bawang merah,bawang putih
cah jasakuwot jagung sawi kubis wortel dan telur,"2 bonggol jagung manis, serut--1 ikat sawi potong-potong--1/2 bonggol kubis, potong tipis-tipis--2 buah wortel potong lidi--3 telor ayam, orak orik (optional)--2 siung bawang putih--3 siung bawang merah--secukupnya Garam--secukupnya Gula pasir--secukupnya Lada--Minyak / margarin untuk menumis--","Pertama cuci bersih semua sayuran, lalu potong2 dan sisihkan.--Buat orak arik telur, sisihkan--Cincang alus bawang merah dan bawang putih lalu tumis sampai harum, lalu masukkan sayuran sampai agak layu beri sedikit air (optional) tambahkan garam, gula dan lada. Koreksi rasa, jika dirasa sudah cukup masukkan orak arik telur tunggu sebentar biar bumbu meresap. Matikan kompor--Lebih enak disantap ketika sudah dingin, seger... Seger... Seger...--",telur,jagung,sawi,kubis,wortel,telur
cah kangkung saus tiram udang sosis,1 ikat kangkung--1 ons udang yg sudah dibersihkan--1 buah sosis ayam/sapi--2 siung bawang putih--2 siung bawang merah--sesuai selera cabe rawit--garam--lada putih--merica bubuk--2 sdm minyak goreng--250 ml air--1 bungkus saos tiram--,"Panaskan minyak goreng, lalu tumis bawang merah, bawang putih & cabe rawit--Masukkan udang & sosis. tumis hingga udang berubah warna--Masukkan kangkung dan tambah sedikit air saja. sambil di tumis--Masukkan saos tiram, bumbu-bumbu seperti garam, lada putih, merica bubuk secukupnya. dan jangan lupa tes rasa--Masukkan air lalu aduk hingga rata sampai kuahnya mendidih. pastikan nyala api kecil--Masakan siap disajikan, selamat mencoba. dan recook--",udang,kangkung,udang,sosis,bawang putih,bawang merah
cah sawi udang,"1 ikat sawi caisim, siangi, bersihkan dan potong potong--100 gr udang kecil kupas--8 buah cabe merah, iris--5 siung bawang merah, iris--1 siung bawang putih, iris--1 sdt sambal bawang siap pakai (jika tidak ada ganti cabe rawit)--75 ml air--secukupnya Garam dan gula--Minyak untuk menumis--","Panaskan minyak, tumis bawang merah dan putih hingga harum. Tambahkan cabe merah. Aduk hingga cabe layu.--Masukkan air, udang, sambal bawang, garam dan gula. Aduk rata hingga udang berubah warna dan air mendidih.--Masukkan sawi, aduk rata hingga sawi layu. Koreksi rasa. Sajikan.--",udang,sawi,udang,cabai,bawang merah,bawang putih
cah sawi wortel telur,"1 Ikat Sawi Hijau, potong sesuai selera--2 Batang Wortel, potong serong tipis--1 Butir Telur, kocok lepas--1/4 Buah Bawang Bombay, iris tipis--3 Siung Bawang Putih, geprek & cincang kasar--Secukupnya Lada Putih Bubuk--Secukupnya Minyak Goreng--Secukupnya Garam & Gula Pasir--Secukupnya Air--","Tumis bawang putih & bawang bombay hingga harum. Masukkan irisan wortel. Beri secukupnya lada putih bubuk, garam & gula pasir. Tumis2, lalu tambahkan air secukupnya saja (jangan banyak2). Aduk ratakan.--Tunggu airnya mendidih dan wortel matang. Masukkan daun sawi. Lalu tambahkan telur kocok, diamkan sebentar lalu aduk perlahan. Tes rasa. Bila sdh pas, matikan apinya. Sajikan hangat2 dgn ditaburi bawang goreng--Praktis banget kan cara membuatnya.. secepat kilat.. langsung jadi dan yummy--",telur,sawi,wortel,telur,bawang bombai,bawang putih
cah sawi wortel telur tahu,"2 ikat sawi (cuci bersih dan potong)--5 wortel kecil (potong)--2 butir telur (kocok)--3 tahu kotak (potong)--7 bawang merah (iris tipis)--6 cabai rawit merah (iris serong)--6 cabai rawit ijo (utuh)--1 buah tomat (iris)--1 sachet saori saos tiram--Secukupnya (penyedap rasa, gula, garam)--Secukupnya air--","Tumis bawang merah, cabai, tomat hingga layu dan harum. Masukkan wortel lalu tumis dan tambahkan air secukupnya. Diamkan hingga wortel empuk.--Tambahkan penyedap rasa, gula, garam. Masukkan sawi aduk hingga sedikit layu, tambahkan tahu dan saori. Aduk rata koreksi rasa.--Masukkan telur kocok, aduk rata biarkan telur matang. Koreksi rasa--Matikan api, sajikan hangat-hangat tambahkan bawang goreng--Selamat menikmati--",telur,sawi,wortel,telur,tahu,bawang merah
cah tauge kangkung udang,"Toge--1 ikat kangkung, siangi--100 gram udang, bersihkan--2 bh cabe merah, iris--3 siung bawang putih, iris--2 siung bawang merah, iris--1 sdm saos tiram--1 sdt minyak wijen--1 tgkai bawang daun, iris--secukupnya Garam, gula dan lada bubuk--Minyak utk menumis--","Panaskan minyak, tumis bawang putih, bawang merah hingga harum.--Masukkan cabe iris dan udang, aduk rata, masak hingga udang berubah warna--Tambahkan setengah gelas air, masukkan kangkung, masak hingga kangkung layu--Masukkan toge dan daun bawang, tambahkan garam, gula, lada, saos tiram dan minyak wijen, aduk rata, check rasanya--Angkat dan sajikan--",udang,tauge,kangkung,udang,cabai,bawang putih
cah tauge telur variasi paprika,1 bungkus toge (200 gram)--3 butir telur--2 buah paprika hijau--1 wortel kecil--3 siung bawang putih--1 sdt kecap asin--1 sdm saus tiram--secukupnya garam dan lada--2 sdm minyak sayur--,"Iris paprika hijau, serut wortel dan geprek bawang putih lalu iris tipis. Aduk telur dalam wadah terpisah dan tambahan garam lada--Panaskan wajan dgn minyak sayur dgn api sedang. Masukkan bawang putih, tumis bentar kemudian masukkan telur. Setelah 30 detik Tumis kasar--Masukkan seluruh sayuran, tumis sekitar 3 menit dgn api besar--Masukkan kecap asin dan saus tiram, tumis lagi sekitar 2 menit.--Segera angkat dan sajikan--",telur,tauge,telur,paprika,wortel,bawang putih
cah tauge wortel telur dadar,"3 buah telur, didadar, potong-potong--1 mangkuk tauge--1 buah wortel serut kasar--3 siung bawang merah, iris halus--1 siung bawang putih, iris halus--1 batang daun bawang, potong-potong--2 buah cabe rawit/merah (optional, saya ga pake cabe)--2 sdm minyak sayur--1 sdm saos tiram--Secukupnya garam, merica, gula (optional, koreksi rasa)--","Siapkan semua bahan. Kalau saya, ekor tauge selalu saya petik dan ga saya pake hehehe--Tumis bawang merah, putih, daun bawang, cabe, dan saos tiram sampai wangi. Api sedang saja ya..--Masukkan wortel parut, aduk rata. Tambahkan sedikit air bila perlu, sedikit saja.--Masukkan telur dadar, aduk rata.--Masukkan tauge, aduk rata. Tambahkan merica, garam, dan gula. Cicipi, koreksi rasa.--Matikan kompor. Masak taugenya ga usah terlalu lama biar ga layu dan masih kres kres. Hidangkan.--",telur,telur,tauge,wortel,bawang merah,bawang putih
cah udang,"500 gr udang segar, kupas kulit, sisakan ekor--2 ons buncis, iris serong--1 kuntum brokoli--1 buah tomat uk besar, potong dadu--2 siung bawang merah, iris--2 siung bawang putih, geprek--10 butir cabe hijau keriting--3 btg seledri, potong kasar--Secukupnya saus tiram--Secukupnya kecap manis--Secukupnya air--Secukupnya garam--Secukupnya minyak utk menumis--","Tumis duo bawang sampai kecokelatan, lalu masukkan cabe hijau & tomat, aduk sampai layu.--Masukkan udang, aduk, lalu tambahkan air sescukupnya. Diamkan 5menit.--Lalu tambahkan saus tiram, kecap manis & garam. Aduk sampai rata.--Masukkan buncis & brokoli, aduk sampai rata.--Tambahkan seledri. Koreksi rasa lalu sajikan--",udang,udang,buncis,brokoli,tomat,bawang merah
cah udang brokoli wortel,"250 g udang--100 g brokoli--1 buah wortel--2 siung bawang putih(cincang halus)--1/2 siung bawang bombay--2 sdm saus tiram--1 sdm kecap manis--secukupnya Gula, garam, kaldu bubuk, air--1 sdm tepung maizena--Jeruk nipis--","Kupas kulit udang, cuci bersih beri garam dan perasan jeruk nipis.--Tumis bawang putih dan bawang bombay hingga harum. Masukkan air kira2 100ml, kemudian udang, dan wortel. Masak hingga udang berubah warna--Masukkan brokoli, saus tiram, kecap, Gula Garam, kemudian larutkan maizena, dan campurkan ke masakan. Masak hingga brokoli layu atau sesuai selera. Koreksi rasa..--",udang,udang,brokoli,wortel,bawang putih,bawang bombai
cah udang kangkung,1 ikat kangkung--200 ons udang kecil--16 rawit merah--2 siung bawang merah--2 siung bawang putih--5 siung bawang + daunnya--1 ruas terasi--1 sdt petis--secukupnya Garam--1 sdt gula pasir--1 buah tomat--Penyedap--,"Bersihkan udang dan kangkung,petik kangkung (gunakan daunnya saja) lalu sisihkan.--Siapkan bumbu, iris semua bawang, cabe, tomat.--Siapkan minyak diwajan, panaskan dengan api sedang, goreng udang lalu sisihkan.--Tumis bumbu iris setelah harum masukkan terasi, petis, garam, gula pasir, dan penyedap, masukkan kangkung aduk2 sampai layu, kemudian masukkan udang. Aduk2 koreksi rasa, angkat lalu hidangkan dan nikmati bersama keluarga.--",udang,udang,kangkung,cabai,bawang merah,bawang putih
capcai goreng telur tepung,5 bh bakso sapi--50 gram udang--1 bonggol brokoli--1 bonggol Kembang kol--2 bh wortel uk sedang--4 bh Buncis--3 siung bawang putih(geprek cincang halus)--1 ruas jari jahe(geprek cincang halus)--1 bungkus mrica (ladaku)--Penyedap rasa (m***ko)--1 sdm saus tiram--1 sdm tepung maizena(di kasih air sedikit dilarutkan)--secukupnya Garam--secukupnya Gula pasir--Bahan tepung telur--1 butir telur--3 sdm tepung maizena--3 sdm tepung tapioka--secukupnya Garam--,"Siapkan wadah kocok lepas telur campur dengan tepung maizena, tepung tapioka garam sedikit kocok lepas--Panaskan wajan yg uda dikasih minyak goreng,, goreng adonan telur sampai matang potong2 menjadi beberapa bagian sisihkan--Tumis bawang putih,jahe,masukan udang, bakso sapi dan semua sayur aduk rata kasih air sedikit biarkan sebentar masukan potongan telur tepung,garam,mrica,saus tiram, gula sedikit, penyedap rasa aduk rata tunggu sampai setengah matang--Masukan tepung maizena yg sudah dilarutkan sama air agar kuah mengental--Biarkan sampai matang angkat dan siap di sajikan.--",telur,telur,udang,brokoli,bakso,wortel
capcay tahu udang,Udang--Tahu--Sayur kol--Wortel--Sosis--Bawang merah--Bawang putih--Cabe--Saus tiram--Saus tomat--Garam--Gula--Air--,"Potong-potong udang, sosis, tahu (bentuk segi empat), kol dan wortel--Iris bawang merah, bawang putih dan cabe--Tumis bawang merah, bawang putih dan cabe--Masukan sayuran, tambahkan garam, gula, saus tiram,saus tomat, penyedap rasa bila perlu.--Cek rasa, lalu masukan udang, sosis dan tahu.--Capcay udang tahu siap disajikan--",udang,udang,tahu,kubis,wortel,sosis
capcay tempe remuk jamur,"1 tempe--1 bungkus jamur--4 wortel--4 buncis--1 sawi putih--bumbu:--4 cabe rawit--6 bawang merah--3 bawang putih--1 batang daun pre--1 batang daun bawang--1 helai seladri--2 sdm kecap--secukupnya Air--1 ruas jahe--1 ruas laos--secukupnya Garam,gula,penyedap rasa--2 sdm Minyak--","Cuci bersih semua bahan. Potong potong semua bahan serta rajang bumbunya.--Jika sudah siapkan wajan beri minyak secukupnya masukkan bawang merah,bawang putih. Jika baunya sudah harum masukkan potongan cabe,laos dan jahe yg sudah digeprek lalu air.--Kemudian masukkan wortel tunggu sampai mateng.setelah itu masukkan buncis,sawi putih,tempe,jamur,daun bawang, bawang pre dan seladri. Aduk sampai rata.--Terakhir masukkan kecap, gula,garam, penyedap rasa serta tambahkan air agar rasanya lebih meresap dalam masakan.--Tes rasa jika udah pas. Angkat dan tiriskan.--",tempe,tempe,jamur,wortel,buncis,sawi
capcay udang simple ala annisa ellen,2 ons Udang ukuran kecil--2 buah Wortel--1 buah Brokoli--Kubis (sesuai selera mau berapa)--2 buah Cabe merah--1 tangkai Daun bawang--1 sachet Saori saos tiram--Minyak goreng--Mentega--Air--Bumbu di ulek :--2 buah Bawang putih--2 buah kemiri--secukupnya Merica bubuk--Sepucuk sendok garam--(Semua bahan diulek dan ditambah merica bubuk)--,"Cuci semua sayuran dan udang sampai bersih, bersihkan dan buang kepala udang--Potong cabe merah dan wortel berbentuk memanjang, potong daun bawang kotak2, brokoli potong ukuran sedang, potong kubis sesuai selera--Goreng terlebih dahulu udang dengan mentega--Panaskan teflon dan masukkan minyak goreng secukupnya, masukkan bumbu yang sudah di ulek tadi, aduk dan tunggu sampai wanginya harum, lalu masukkan cabe merah dan wortel, tambahkan air secukupnya, aduk dan tunggu sampai wortel agak lunak, setelah itu masukkan semua bahan seperti udang, brokoli, kubis, dan daun bawang. Jika masih kurang air bisa di tambahkan air lagi secukupnya. Dan terakhir masukkan Saori Saos Tiram. Aduk hingga merata dan tunggu sampai matang.--Angkat dan tiriskan, masakan siap untuk disajikan. Selamat mencoba--",udang,udang,wortel,brokoli,kubis,cabai
cha kacang panjang tauge udang pedas,"1 ons udang laut--6 biji kacang panjang--2 ons tauge--3 siung bawang putih (iris tipis)--8 siung bawang merah (iris tipis)--17 biji cabai rawit (iris tipis)--1 biji cabai merah besar (iris tipis)--1 biji cabai hijau besar (iris tipis)--1/2 bungkus saori saus tiram--secukupnya Garam--secukupnya Merica bubuk--secukupnya Gula secukupnya, kecap--Minyak secukupnya untuk menumis--150 ml air--","Panaskan minyak, masukan bawang putih tumis sampai harum, kemudian masukan bawang merah tumis sampai sedikit layu, kemudian masukan semua cabai yg sudah di iris terakir masukan merica tumis sampai harum dan layu--Masukkan kacang panjang tumis agak layu kemuadian tambahkan air masah sampai agak matang.--Masukan tauge tumis hingga layu masukan udang.--Tambahkan saori, kecap, garam dan gula secukupnya (koreksi rasa)--Tunggu sebentar saja sampai semuanya matang jgn sampai over cook lalu matikan kompor dan sajikan.--",udang,udang,kacang panjang,tauge,bawang putih,bawang merah
cheese egg toast,"Secukupnya roti tawar, belah dua bentuk segitiga--3 btr telur, kocok lepas--2 buah sosis, potong koyak kecil--1 buah tomat, buang bijinya, potong kotak kecil--Secukupnya merica, garam--3 sdm keju mozzarella +sy pake cheddar krn ternyata habis 😁)--1 batang daun bawang, iris halus--1 sdt boncabe (opsional)--1/4 bawang bombay, cincang halus--Secukupnya minyak goreng--","Kocok lepas telur, garam, merica bon cabe. Masukkan daun bawang, keju,tomat, sosis, bawang bombay, sisihkan.--Panaskan pan anti lengket, beri sedikit minyak. Ambil selembar roti, celup ke kocokan telur (jgn kelamaan biar gk hancur). Masak hingga dua sisinya matang. Angkat. Lakukan hingga habis.--Sajikan hangat dg mayones n sambal.--",telur,roti,telur,sosis,tomat,keju
cireng nasi tempe blender pedas tanpa biang,15 siung bawang putih--7 siung bawang merah--1 ons cabe rawit--secukupnya Merica--2 sdm ketumbar--secukupnya Garam--secukupnya Gula--secukupnya Penyedap rasa--1 piring Nasi--1 papan tempe--Daun bawang (saya beli 5rb)--750 gram Tepung kanji--250 gram Tepung bumbu serbaguna--Air kaldu ayam--,"Blender nasi, tempe, bawang merah, bawang putih, cabe rawit, air kaldu, gula, garam, ketumbar, merica, dan penyedap rasa.--Campur dengan tepung kanji, tepung serbaguna, dan daun bawang.--Uleni hingga merata. Tes rasa.--Bentuk sesuai keinginan. Agar tidak lengket balut dengan campuran sisa tepung kanji dan tepung serbaguna.--Bisa langsung digoreng atau disimpan di freezer.--Siap dihidangkan.--Semoga bermanfaat.--",tempe,nasi,tempe,cabai,bawang merah,bawang putih
creamy tempe,1/2 Papan Tempe--1/2 Kol (Optional)--3 Siung Bawang Merah--1 Siung Bawang Bombay Kecil--1/2 Sdt Garam--1/2 Sdt Royco Rasa Ayam--1 Sdm Lada Putih (Optional)--Secukupnya Saori Saos Tiram--2 Sdm Susu Kental Manis Putih--Santan Kara Yang Kecil--200 ml Air Putih--5 Buah Cabai Rawit--3 Buah Cabai Keriting--1 Sdm Mentega(Optional)--1 Sdm Saos Sambel--,"Tumis bawang bombay dan bawang merah menggunakan mentega sampai harum.--Masukkan tempe,aduk aduk sebentar kemudian masukkan cabai keriting dan cabai rawit yg sudah dipotong-potong.--Masukkan air beserta susu kental manis,garam,royco,saos tiram,saos sambel dan juga lada putih,kemudian tes rasa apabila terlalu asin bisa ditambahkan air sedikit,bumbu bisa disesuaikan dengan selera masing-masing,susu kental manis juga bisa diganti dengan susu ultra yang putih.--Setelah agak mendidih masukkan santan lalu sambil diaduk-aduk agar santan tidak pecah,kemudian tes rasa lagi apakah sudah sesuai dgn selera atau belum,masak selama kurang lebih 3-5 menit,sampai air mendidih.--Jika sudah mendidih baru masukkan kol agar tidak terlalu lama dimasak sehingga menjadi lembek,kol menambah tekstur garing sehingga dimasukkan saat sudah matan,bisa juga diganti kacang panjang atau buncis,atau bisa juga tidak menggunakan kol.--Setelah kol masuk dan air juga sudah mendidih tidak usah terlalu lama dimasak,cukup sekitar 1 menit,lalu matikan kompor daaannnnn Creamy Tempe siaappp dihidangkan🙆🙆 bisa ditaburkan bawang merah agar lebih wangi,selamat mencoba!!Bon Apetit❤.--",tempe,tempe,kubis,cabai,bawang merah,bawang bombai
dimsum lumpia udang,500 gr udang kupas--bawang merah--bawang putih--garam dan lada bubuk--daun bawang (sesuai selera aja ya)--daging dalam ayam (kemarin saya engga pake)--3 buah wortel (cincang halus)--kembang tahu (rendam air terlebih dahulu)--1 butir telur--3 sdm tepung terigu--,"Haluskan semua bumbu, udang kupas, wortel, ayam giling, telur dan terigu.--Aduk dalam satu adonan, usahakan halus, kalo ga ya gapapa jg sii--Usahakan agak bertektur jgn terlalu lembek--Ambil rendaman kembang tahu, bentuk seperti kulit lumpia. kemudian isi adonan kedalam lembaran kulit.--Goreng, sajikan bersama sambal bangkok.--",udang,udang,wortel,telur,bawang merah,bawang putih
