NAMA_RESEP,BAHAN,CARA_MEMBUAT,DURASI,PORSI,LINK,RATING,KALORI,IMG_LINK
Resep Tumis Kentang Saus Mentega Ala SAORI®,"350 gr Kentang
70 gr Buncis
1 bks SAORI® Saus Rasa Mentega
1 bh Cabai merah tanpa biji
500 ml Minyak goreng350 gr Kentang70 gr Buncis1 bks SAORI® Saus Rasa Mentega1 bh Cabai merah tanpa biji500 ml Minyak goreng","Iris cabai merah dan buncis, potong kentang ukuran dadu sedang. Sisihkan.Panaskan minyak goreng, masukkan kentang dan goreng hingga matang. Angkat dan tiriskan.Panaskan 2 sdm minyak goreng. Tumis cabai merah, masukkan buncis dan kentang goreng. Aduk rata.Masukkan SAORI® Saus Rasa Mentega, aduk rata dan masak hingga matang. Sajikan.",Waktu Memasak 30 menit,3 Porsi,https://www.dapurumami.com/resep/tumis-kentang-saus-mentega-ala-saori-e0xkz,4.95,"510
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Tumis%20Kentang%20Saus%20Mentega%20Ala%20SAORI%25C2%25AE-6F715S1658493184.png
Resep Sosis Kentang ala Sajiku®,"1 bh Kentang
3 bh Sosis Sapi
1 bks Sajiku® Tepung Bumbu 80 gr
600 gr Minyak Goreng
50 ml Air1 bh Kentang3 bh Sosis Sapi1 bks Sajiku® Tepung Bumbu 80 gr600 gr Minyak Goreng50 ml Air","Potong kentang bentuk dadu kecil, sisihkanBuat adonan: Campur kentang dan 1 bks Sajiku® Tepung Bumbu, aduk rata, bagi menjadi 3 bagian adonan.Ambil 1 adonan, isi dengan 1 sosis, bungkus rata, lakukan hingga adonan habis.Panaskan minyak goreng, masukkan adonan sosis, goreng hingga matang. Angkat dan sajikan.",Waktu Memasak 40 menit,3 Porsi,https://www.dapurumami.com/resep/sosis-kentang-ala-sajiku-4GVcc,5.0,"2000
Kkal","https://du-static-assets.storage.googleapis.com/recipe/4GVcc/43%20sosis%20
kentang%20Sajiku%20logo.jpg"
Resep Kentang Telur ala Mayumi®,"2 bh Kentang Rebus
4 btr Telur Rebus
50 gr Keju Parut
10 bh Tomat Buang Biji
1 bks Mayumi® 100 gr2 bh Kentang Rebus4 btr Telur Rebus50 gr Keju Parut10 bh Tomat Buang Biji1 bks Mayumi® 100 gr","Potong tomat ukuran dadu, cincang kasar kentang dan telur, sisihkan.Campur keju dan Mayumi®, aduk rata.Tambahkan tomat, telur dan kentang, aduk rata, sajikan.",Waktu Memasak 30 menit,2 Porsi,https://www.dapurumami.com/resep/kentang-telur-ala-mayumi-5aNSB,4.95,"1484
Kkal","https://du-static-assets.storage.googleapis.com/recipe/5aNSB/13.%20Kentang%20
Telur%20Mayumia.jpg"
Resep Sambal Goreng Kentang ala AJI-NO-MOTO®,"350 gr Kentang
1 psg Ati Ampela
25 gr Petai
1 sdt AJI-NO-MOTO®
1 bh Cabai Merah
5 siung Bawang Merah
3 siung Bawang Putih
2 bh Kemiri
1 ruas Lengkuas
½ sdt Garam
1 lbr Daun Jeruk
600 ml Minyak Goreng
70 ml Air350 gr Kentang1 psg Ati Ampela25 gr Petai1 sdt AJI-NO-MOTO®1 bh Cabai Merah5 siung Bawang Merah3 siung Bawang Putih2 bh Kemiri1 ruas Lengkuas½ sdt Garam1 lbr Daun Jeruk600 ml Minyak Goreng70 ml Air","Iris petai, potong ati ampela, dan potong kentang bentuk daduHaluskan cabai merah, bawang merah, bawang putih, kemiri, lengkuas, dan 20 ml air, sisihkanPanaskan minyak goreng, goreng kentang hingga ¾ matang. Angkat, tiriskanPanaskan 3 sdm minyak, tumis bumbu halus, daun jeruk, dan ati ampela, aduk rata. Tambahkan 50ml air, kentang, petai, AJI-NO-MOTO®, dan garam, masak hingga matang",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/sambal-goreng-kentang-ala-aji-no-moto-tyLcY,5.0,"844
Kkal","https://du-static-assets.storage.googleapis.com/recipe/tyLcY/DU%20Main%20image%20
20184136%20logo.jpg"
Resep Kentang Goreng Saus Mayo ala Mayumi®,"300 gr Kentang Goreng
1 bks Mayumi® Pedas
50 gr Daging Giling
1 Siung Bawang Putih
¼ bh Paprika Merah
¼bh Paprika Hijau
20 gr Keju Parut
3 sdm Minyak Goreng300 gr Kentang Goreng1 bks Mayumi® Pedas50 gr Daging Giling1 Siung Bawang Putih¼ bh Paprika Merah¼bh Paprika Hijau20 gr Keju Parut3 sdm Minyak Goreng","Potong segitiga paprika merah dan hijau, sisihkan.Panaskan minyak goreng, masukkan bawang putih cincang, daging giling, tumis hingga berubah warna. Tambahkan paprika merah dan paprika hijau, masak hingga matang.Masukkan tumisan daging ke dalam mangkuk, tambahkan Mayumi® Pedas, aduk rata.Susun kentang goreng di dalam wadah, tambahkan adonan Mayo di atasnya. Taburkan keju parut.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/kentang-goreng-saus-mayo-ala-mayumi-h6Pxl,5.0,"645
Kkal",https://www.youtube.com/embed/qzd5UKxQU6A
Resep Kentang Mayo Panggang,"- 200 gr Baby Potato Rebus
- 2 lbr Daging Asap
- 1 sdt Gula Aren
- 1 sdm Keju Parut
- 1 bks Mayumi® Pedas
- 2 sdm Minyak Goreng- 200 gr Baby Potato Rebus- 2 lbr Daging Asap- 1 sdt Gula Aren- 1 sdm Keju Parut- 1 bks Mayumi® Pedas- 2 sdm Minyak Goreng","Potong daging asap ukuran dadu.Panaskan minyak goreng, masukkan daging asap dan kentang, tumis selama 2 menit, tambahkan Mayumi® Pedas dan gula aren, panggang hingga matang, angkat.Taburi keju di atas kentang, sajikan selagi hangat.",Waktu Memasak 60 menit,2 Porsi,https://www.dapurumami.com/resep/kentang-mayo-panggang-LnkGb,4.5,"977
Kkal",https://du-static-assets.storage.googleapis.com/recipe/LnkGb/1500864236.png
Resep Keripik Kentang Sajiku®,"- 2 bh (250 gr) Kentang Kupas
- 1 bks Sajiku® Tepung Bumbu 80 gr
- 700 ml Minyak Goreng
- 500 ml Air es- 2 bh (250 gr) Kentang Kupas- 1 bks Sajiku® Tepung Bumbu 80 gr- 700 ml Minyak Goreng- 500 ml Air es","Iris kentang tipis-tipis menggunakan parutan keripik.Celupkan irisan kentang kedalam air es.Masukkan irisan kentang ke dalam 1 bungkus Sajiku® Tepung Bumbu 80 g, gulingkan hingga rata.Panaskan minyak goreng, masukkan kentang, goreng dengan api sedang hingga matang (± 10 menit) dan berwarna kuning keemasan. Angkat dan tiriskan.TIPS :
Masukkan dalam toples setelah keripik kentang dingin.
Untuk variant rasa pedas dapat menggunakan Sajiku® Tepung Bumbu serbaguna pedas.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/keripik-kentang-sajiku-7rwx5,4.75,"378
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Keripik%20Kentang%20Sajiku-OB83031658831974.png
Resep Kentang Siram Mayo,"- 2 bh Kentang
- 1 bks Mayumi® 100 gr
- 1 sdm Daun Bawang Cincang
- ½ sdm Air Perasan Jeruk Nipis
- 700 ml Minyak Goreng- 2 bh Kentang- 1 bks Mayumi® 100 gr- 1 sdm Daun Bawang Cincang- ½ sdm Air Perasan Jeruk Nipis- 700 ml Minyak Goreng","Iris kentang tanpa terputus bagian bawahnya, sisihkan.Panaskan minyak goreng, goreng kentang hingga matang, angkat sisihkan.Campur Mayumi®, air jeruk nipis, dan daun bawang, aduk rata.Tuangi campuran Mayumi® di atas kentang, sajikan.",Waktu Memasak 30 menit,2 Porsi,https://www.dapurumami.com/resep/kentang-siram-mayo-ZMaqG,5.0,429Kkal,https://du-static-assets.storage.googleapis.com/recipe/ZMaqG/1494844791.png
Resep Tumis Kentang Kapri ala Masako®,"- 1 bh Kentang
- 50 gr Daging Sapi Cincang
- 50 gr Kapri
- ½ bh Bawang Bombay
- 1 bh Cabai Merah Besar
- 1 sdm Kecap Manis
- ½ bks Masako® Rasa Sapi
- 11 gr 3 sdm Minyak Goreng
- 250 ml Air- 1 bh Kentang- 50 gr Daging Sapi Cincang- 50 gr Kapri- ½ bh Bawang Bombay- 1 bh Cabai Merah Besar- 1 sdm Kecap Manis- ½ bks Masako® Rasa Sapi- 11 gr 3 sdm Minyak Goreng- 250 ml Air","Cincang bawang bombay, potong kentang bentuk dadu, iris serong cabai merah besar.Panaskan minyak goreng, masukkan bawang bombay, kentang, daging sapi cincang, aduk hingga berubah warna.Masukkan kapri, cabai merah besar, air, kecap manis, Masako® Rasa Sapi aduk rata, masak hingga matang.",Waktu Memasak 40 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-kentang-kapri-ala-masako-wNqDH,4.75,"508
Kkal",https://du-static-assets.storage.googleapis.com/recipe/wNqDH/1478920693.png
Resep Perkedel Kentang Sajiku®,"- 180 gr Kentang Rebus
- 1 sdm Kornet (20 gr)
- 2 bh Telur Kocok
- 1 btg Seledri
- 1 bks Sajiku® Tepung Bumbu Bakwan Crispy 90 gr
- 700 ml Minyak Goreng- 180 gr Kentang Rebus- 1 sdm Kornet (20 gr)- 2 bh Telur Kocok- 1 btg Seledri- 1 bks Sajiku® Tepung Bumbu Bakwan Crispy 90 gr- 700 ml Minyak Goreng","Haluskan kentang rebus, cincang seledri, sisihkan.Campur kentang, seledri, kornet, dan Sajiku® Tepung Bumbu Bakwan Crispy, aduk rata, bagi menjadi 8 bagian.Celupkan adonan kentang ke dalam telur kocok.Panaskan minyak goreng, lalu goreng perkedel hingga kuning keemasan, angkat, sajikan.",Waktu Memasak 30 menit,8 Porsi,https://www.dapurumami.com/resep/perkedel-kentang-sajiku-T1Fv4,5.0,"710
Kkal",https://du-static-assets.storage.googleapis.com/recipe/T1Fv4/1484914575.png
Resep Kering Kentang Umami,"- 2 bh kentang
- 5 sdm kacang tanah
- 2 sdm teri jengki
- 2 bh cabai merah besar
- 2 siung bawang putih
- 3 siung bawang merah
- 2 lbr daun jeruk
- 1 sdt AJI-NO-MOTO®
- 1/4 sdt garam
- 2 sdm gula pasir
- 700 ml minyak goreng
- 2 sdm air- 2 bh kentang- 5 sdm kacang tanah- 2 sdm teri jengki- 2 bh cabai merah besar- 2 siung bawang putih- 3 siung bawang merah- 2 lbr daun jeruk- 1 sdt AJI-NO-MOTO®- 1/4 sdt garam- 2 sdm gula pasir- 700 ml minyak goreng- 2 sdm air","Buat bumbu halus: masukkan cabai merah besar, bawang merah, bawang putih, air, dan daun jeruk. Blender hingga halus.Potong kentang ukuran korek api, sisihkan.Panaskan minyak goreng, masukkan kentang, kacang tanah, teri jengki, masak hingga matang, tiriskan.Panaskan minyak goreng, masukkan bumbu halus, garam, gula, dan 1 sdt AJI-NO-MOTO®, aduk rata.Masukkan kentang, kacang, dan teri jengki yang sudah digoreng sebelumnya ke dalam bumbu, aduk hingga merata, angkat dan sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/kering-kentang-umami-vSY9G,5.0,"1134
Kkal",https://du-static-assets.storage.googleapis.com/recipe/vSY9G/304.jpg
Resep Sayur Kacang Panjang dan Toge ala AJI-NO-MOTO®,"100 gr Kacang Panjang
100 gr Toge
150 gr Tahu
1 ruas lengkuas, iris
4 lembar daun jeruk
2 buah cabe merah tanpa biji, iris
3 siung bawang putih, iris
3 gr garam
3 gr Ajinomoto
150 ml air150 ml susu low fat
½ sdt Lada bubuk
2 sdm minyak goreng100 gr Kacang Panjang100 gr Toge150 gr Tahu1 ruas lengkuas, iris4 lembar daun jeruk2 buah cabe merah tanpa biji, iris3 siung bawang putih, iris3 gr garam3 gr Ajinomoto150 ml air150 ml susu low fat½ sdt Lada bubuk2 sdm minyak goreng","Tumis bawang merah, dan bawang putih, irisan lengkuas, daun jeruk hingga harum. Tambahkan airMasukan Kacang panjang, toge, tahu aduk rata masak hingga matangMasukan garam, Ajinomoto, Lada bubuk, Susu Cair lowfat. Aduk rata angkat dan sajikan.",#ALL_SELECTORS_RETURN_NULL,6 Porsi,https://www.dapurumami.com/resep/sayur-kacang-panjang-dan-toge-ala-aji-no-moto,4.85,"69
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Sayur%20Kacang%20Panjang%20Toge.jpg
Resep Tumis Mangut Kacang Panjang Ala Masako®,"450 g ikan mangut atau ikan asap
50 g tempe
250 g kacang panjangpotong 4 cm
5 bh cabai rawit, iris melintang
5 siung bawang putih
5 siung bawang merah
3 lbr daun salam
2 ruas lengkuas
100 ml santan
350 ml air
1 bks Masako Rasa Sapi 11 g450 g ikan mangut atau ikan asap50 g tempe250 g kacang panjangpotong 4 cm5 bh cabai rawit, iris melintang5 siung bawang putih5 siung bawang merah3 lbr daun salam2 ruas lengkuas100 ml santan350 ml air1 bks Masako Rasa Sapi 11 g","Haluskan bawang putih, bawang merah, dan cabai rawit, tumis hingga harum. Masukkan daun salam dan lengkuas, aduk rata.Masukkan ikan mangut atau ikan asap, tambahkan santan dan air, aduk rata.Masukkan kacang panjang dan Masako Rasa Sapi. Masak hingga santan sedikit menyusut.Angkat dan sajikan.",Waktu Memasak 45 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-mangut-kacang-panjang-ala-masako-E3P0r,4.9,"227
Kkal",https://du-static-assets.storage.googleapis.com/recipe/E3P0r/Web-Tumis-Mangut-FINAL01.jpg
Resep Tumis Kacang Panjang ala Masako®,"200 gr Kacang Panjang
100 gr Udang Kecil Kupas
75 gr Jagung Muda
2 sdm Minyak
50 ml Air¾ bks Masako® Rasa Ayam 11 gr200 gr Kacang Panjang100 gr Udang Kecil Kupas75 gr Jagung Muda2 sdm Minyak50 ml Air¾ bks Masako® Rasa Ayam 11 gr","Potong kacang panjang, iris serong jagung muda, sisihkan.Panaskan minyak, masukkan udang, tumis hingga berubah warna.Tambahkan kacang panjang, jagung muda dan air, masak hingga sayuran layu.Tambahkan Masako® Rasa Ayam, aduk rata, dan sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-kacang-panjang-ala-masako-0csXT,5.0,"561
Kkal","https://du-static-assets.storage.googleapis.com/recipe/0csXT/Tumis%20Kacang%20
Panjang_Final%20logo.jpg"
Resep Rempeyek Kacang ala AJI-NO-MOTO®,"80 gr Kacang Tanah
150 gr Tepung Beras
50 gr Tepung Tapioka
1 btr Telur
2 lbr Daun Jeruk Iris Tipis
1 btr Kemiri
3 siung Bawang Putih
½ sdt Ketumbar Bubuk
1 sdt AJI-NO-MOTO®
2 sdt Garam
50 cc Santan Kental
500 ml Minyak Goreng
375 ml Air80 gr Kacang Tanah150 gr Tepung Beras50 gr Tepung Tapioka1 btr Telur2 lbr Daun Jeruk Iris Tipis1 btr Kemiri3 siung Bawang Putih½ sdt Ketumbar Bubuk1 sdt AJI-NO-MOTO®2 sdt Garam50 cc Santan Kental500 ml Minyak Goreng375 ml Air","Buat bumbu halus: masukkan kemiri, bawang putih dan ketumbar bubuk, haluskan, dan sisihkan2.	Buat adonan: Masukkan bumbu halus, tepung tapioka, tepung beras, kacang tanah, irisan daun jeruk, garam, telur, air, santan dan AJI-NO-MOTO®, aduk rata3.	Panaskan minyak goreng, masukkan adonan rempeyek, goreng hingga matang berwarna kecoklatan, angkat, tiriskan dan sajikan.",Waktu Memasak 30 menit,2 Porsi,https://www.dapurumami.com/resep/rempeyek-kacang-ala-aji-no-moto-HWes1,4.95,"1979
Kkal","https://du-static-assets.storage.googleapis.com/recipe/HWes1/18.%20Rempeyek%20
Kacang%20AJI-NO-MOTO%20logo"
Resep Kacang Panjang Tumis Jagung ala AJI-NO-MOTO®,"100 gr Kacang Panjang
100 gr Jagung Pipilan
2 bh Sosis Sapi
1 sdt AJI-NO-MOTO®
3 siung Bawang Merah
3 siung Bawang Putih
2 bh Cabai Merah Besar
50 ml Air
¼ sdt Garam
3 sdm Minyak goreng100 gr Kacang Panjang100 gr Jagung Pipilan2 bh Sosis Sapi1 sdt AJI-NO-MOTO®3 siung Bawang Merah3 siung Bawang Putih2 bh Cabai Merah Besar50 ml Air¼ sdt Garam3 sdm Minyak goreng","Iris bawang putih, bawang merah, dan sosis, potong serong cabai keriting, potong kacang panjang, sisihkanPanaskan minyak, masukkan bawang putih, bawang merah, dan cabai keriting, tumis hingga harum.Masukkan kacang panjang, sosis, dan jagung manis, aduk rata.Tambahkan air, AJI-NO-MOTO®dan garam, masak hingga matang.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/kacang-panjang-tumis-jagung-ala-aji-no-moto-fvEAe,5.0,"12487
Kkal","https://du-static-assets.storage.googleapis.com/recipe/fvEAe/Final%20Plating%20
logo.jpg"
Resep Brongkos Kacang Merah ala Masako®,"150 gr Kacang Merah Rebus
100 gr Daging Sapi
25 gr Gula Merah50 ml Santan Kental
250 ml Air
1 bks Masako® Rasa Sapi
5 siung Bawang Merah
3 siung Bawang Putih
2 bh Cabai Merah Keriting
1 ruas Jahe
1 ruas Kunyit
1 ruas Kencur
2 bh Kemiri
½ sdm Kluwek
2 sdm Minyak Goreng150 gr Kacang Merah Rebus100 gr Daging Sapi25 gr Gula Merah50 ml Santan Kental250 ml Air1 bks Masako® Rasa Sapi5 siung Bawang Merah3 siung Bawang Putih2 bh Cabai Merah Keriting1 ruas Jahe1 ruas Kunyit1 ruas Kencur2 bh Kemiri½ sdm Kluwek2 sdm Minyak Goreng","Potong daging bentuk dadu, sisihkan. Haluskan bawang merah, bawang putih, cabai merah keriting, jahe, kunyit, kencur, kemiri dan kluwek.Panaskan minyak, tumis bumbu halus hingga harum.Masukkan daging, masak hingga berubah warna. Masukkan kacang merah rebus, air dan santan. Aduk rata.Masukkan gula merah dan Masako® Rasa Sapi. Masak hingga matang. Angkat dan sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/brongkos-kacang-merah-ala-masako-4y9d2,5.0,"912
Kkal","https://du-static-assets.storage.googleapis.com/recipe/4y9d2/Final%20Plating%20
logo.jpg"
Resep Tumis Kacang Panjang SAORI®,"- 150 gr Kacang Panjang
- 50 gr Tempe
- 1 bh Cabai Merah Keriting
- 3 Siung Bawang Putih
- 2 Siung Bawang Merah
- 1 bks SAORI® Saus Tiram
- 20 ml Minyak Goreng (1 sdm)
- 50 ml Air- 150 gr Kacang Panjang- 50 gr Tempe- 1 bh Cabai Merah Keriting- 3 Siung Bawang Putih- 2 Siung Bawang Merah- 1 bks SAORI® Saus Tiram- 20 ml Minyak Goreng (1 sdm)- 50 ml Air","Potong serong cabai merah keriting, iris bawang putih dan bawang merah, potong tempe dan kacang panjang, sisihkan.Panaskan minyak goreng, masukkan tempe, bawang putih, bawang merah dan cabai merah keriting, aduk hingga harum.Tambahkan kacang panjang, SAORI® Saus Tiram, air, aduk rata, masak hingga matang, sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-kacang-panjang-saori-irBnl,5.0,"145
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Tumis%20Kacang%20Panjang%20SAORI-aFBX161658992117.png
Resep Sup Kacang Merah Masako®,"- 100 gr Daging Sapi Sandung Lamur
- 200 gr Kacang Merah Rebus
- 30 gr Wortel
- 1 btg Daun Bawang
- 1 bks Masako® Rasa Sapi 11 gram
- 1 sdt Pala Bubuk
- 1 ltr Air
- 2 sdm Minyak Goreng- 100 gr Daging Sapi Sandung Lamur- 200 gr Kacang Merah Rebus- 30 gr Wortel- 1 btg Daun Bawang- 1 bks Masako® Rasa Sapi 11 gram- 1 sdt Pala Bubuk- 1 ltr Air- 2 sdm Minyak Goreng","Iris wortel dan daun bawang, sisihkan. Siapkan wadah, ambil 5 sdm kacang merah rebus, haluskan.Panaskan minyak goreng, masukkan sanding lamur sapi masak hingga berubah warna.Tambahkan air, masak hingga daging empuk.Masukkan kacang merah yang telah dihaluskan, wortel, kacang merah, pala bubuk, 1 bks Masako® Rasa Sapi, dan daun bawang, masak hingga matang.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/sup-kacang-merah-masako-AuPQ2,5.0,"779
Kkal",https://du-static-assets.storage.googleapis.com/recipe/AuPQ2/315.jpg
Resep Bolu Gulung Kacang Keju,"- 50 g Terigu portein sedang
- 40 g Gula halus
- 1/2 sdt Baking powder
- 2 btr Telur
- 1 sdt Vanili bubuk
- 1/2 sdt AJI-NO-MOTO®
- 30 ml Minyak goreng (10 ml untuk olesan wajan)
Isian:
- 100 g Selai kacang
- 25 g Kacang mede
- 50 g Keju parut- 50 g Terigu portein sedang- 40 g Gula halus- 1/2 sdt Baking powder- 2 btr Telur- 1 sdt Vanili bubuk- 1/2 sdt AJI-NO-MOTO®- 30 ml Minyak goreng (10 ml untuk olesan wajan)Isian:- 100 g Selai kacang- 25 g Kacang mede- 50 g Keju parut","Campur terigu, gula halus, baking powder, vanili, telur, minyak goreng, dan AJI-NO-MOTO®, aduk rata. Diamkan ± 3 menit.Nyalakan kompor api kecil, oleskan minyak goreng pada wajan, tuang adonan, tutup wajan, masak hingga matang, angkat.Dinginkan bolu. Oleskan selai kacang, taburi dengan keju dan kacang mede, padatkan.Gulung bolu, potong-potong, dan sajikan.",Waktu Memasak 60 menit,6 Porsi,https://www.dapurumami.com/resep/bolu-gulung-kacang-keju-aIqT8,4.85,"271
Kkal",https://du-static-assets.storage.googleapis.com/recipe/aIqT8/151.jpg
Resep Kacang Panjang Gulung Daging,"- 2 ikat Kacang panjang
- 300 g Daging sapi
- 1/2 siung Bawang bombay
- 3 bh Tomat
- 1 sdt Garam
- 1 sdm Gula
- 1 sdt AJI-NO-MOTO®
- 6 sdm Minyak goreng- 2 ikat Kacang panjang- 300 g Daging sapi- 1/2 siung Bawang bombay- 3 bh Tomat- 1 sdt Garam- 1 sdm Gula- 1 sdt AJI-NO-MOTO®- 6 sdm Minyak goreng","Iris dan pipihkan daging. Potong potong kacang panjang.Bungkus 5 potong kacang panjang dengan daging, sematkan tusuk gigi. Haluskan tomat.Tumis bawang bombay hingga harum. Masukkan kacang panjang gulung daging, masak hingga matang.Masukkan tomat halus, garam, gula, dan AJI-NO-MOTO®, aduk rata, masak hingga matang, angkat, dan sajikan.",Waktu Memasak 40 menit,5 Porsi,https://www.dapurumami.com/resep/kacang-panjang-gulung-daging-jM9Cb,4.9,"252
Kkal",https://du-static-assets.storage.googleapis.com/recipe/jM9Cb/147.jpg
Resep Soto Kacang Merah,"- 200g Kacang merah segar
- 250g Soun
- 200g Ayam goreng suwir
- 100g Jamur kancing
- 1 bks Sajiku® Soto Ayam (20 g)
- 1 L Air
Pelengkap:
- Irisan daun bawang
- Irisan jeruk nipis
- Sambal soto- 200g Kacang merah segar- 250g Soun- 200g Ayam goreng suwir- 100g Jamur kancing- 1 bks Sajiku® Soto Ayam (20 g)- 1 L AirPelengkap:
- Irisan daun bawang- Irisan jeruk nipis- Sambal soto","Potong potong jamur.Rendam soun dengan air mendidih selama +/- 3 menit, tiriskan, dan dinginkan.Didihkan air, masukkan kacang merah, jamur kancing, dan Sajiku® Soto Ayam, aduk rata, masak hingga matang.Tata soun dalam mangkuk, siram dengan soto, beri ayam suwir, sajikan.",Waktu Memasak 45 menit,4 Porsi,https://www.dapurumami.com/resep/soto-kacang-merah-UDzPc,5.0,"460
Kkal",https://du-static-assets.storage.googleapis.com/recipe/UDzPc/131.jpg
Resep Kacang Panjang Kuah Santan,"- 10 btg kacang panjang, potong-potong
- 25 g daun melinjo
- 1 bh jagung manis, sisir
- 100 g tempe, potong dadu
- 2 lbr daun salam
- 2 cm lengkuas, memarkan
- 3 bh cabai merah, iris serong
- 1 bks Masako® Rasa Ayam 11 gr
- 300 ml santan
- 750 ml air
Pelengkap :
- Ketupat- 10 btg kacang panjang, potong-potong- 25 g daun melinjo- 1 bh jagung manis, sisir- 100 g tempe, potong dadu- 2 lbr daun salam- 2 cm lengkuas, memarkan- 3 bh cabai merah, iris serong- 1 bks Masako® Rasa Ayam 11 gr- 300 ml santan- 750 ml airPelengkap :- Ketupat","Sisir jagung, memarkan lengkuas, potong-potong kacang panjang, tempe, dan cabai.Didihkan air, masukkan lengkuas, daun salam, jagung, tempe, santan, kacang panjang, daun melinjo, dan cabai.Masak hingga mendidih, tambahkan Masako® Rasa Ayam, aduk rata.Angkat dan sajikan dengan pelengkap.",Waktu Memasak 15 menit,4 Porsi,https://www.dapurumami.com/resep/kacang-panjang-kuah-santan-KBRNS,4.9,"282
Kkal",https://du-static-assets.storage.googleapis.com/recipe/KBRNS/69.jpg
Resep Tumis Brokoli Wortel Jamur Champignon ala SAORI®,"150 gr Brokoli
100 gr Wortel
100 gr Jamur champignon
50 gr Bawang Bombay
15 gr Bawang putih
10 gr Cabai merah besar
10 gr SAORI® Saus Tiram
15 gr Minyak sayur150 gr Brokoli100 gr Wortel100 gr Jamur champignon50 gr Bawang Bombay15 gr Bawang putih10 gr Cabai merah besar10 gr SAORI® Saus Tiram15 gr Minyak sayur","Kupas wortel, cuci lalu potong menyerong. Potong brokoli kemudian rendam dalam air garam. Cuci jamur champignon kemudian potong tipis lalu sisihkan.Kupas bawang putih dan bawang Bombay. Cincang bawang putih lalu sisihkan. Potong bawang Bombay memanjang. Cuci cabai merah besar lalu potong menyerong.Panaskan minyak diatas wajan lalu tumis bawang putih hingga harum, tambahkan bawang Bombay aduk hingga setengah layu.Masukan wortel, brokoli dan cabai merah besar, aduk lalu tambahkan SAORI® dan sedikit air. Tumis hingga agak layu lalu sajikan.",Waktu Memasak 20 menit,2 Porsi,https://www.dapurumami.com/resep/tumis-brokoli-wortel-jamur-champignon-ala-saori,4.95,"143
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Tumis%20Brokoli%20Wortel%20Jamur%20Champignon%20ala%20SAORI%C2%AE_Alt-8NkN7r1676978302.webp
Resep Tumis Pakcoy Jamur Shitake ala SAORI®,"350 gr Pakcoy
45 gr Cabai merah besar
150 gr Jamur shitake
5 gr Tepung maizena
50 gr Bawang bombay
15 ml SAORI® Saus Tiram
15 gr Bawang putih
20 ml Minyak goreng
50 gr Daun bawang
2 gr AJI-NO-MOTO® MSG350 gr Pakcoy45 gr Cabai merah besar150 gr Jamur shitake5 gr Tepung maizena50 gr Bawang bombay15 ml SAORI® Saus Tiram15 gr Bawang putih20 ml Minyak goreng50 gr Daun bawang2 gr AJI-NO-MOTO® MSG","Cuci pakcoy hingga bersih kemudian potong menjadi 2 bagian, pisahkan bagian batang dan daun kemudian rendam dengan air hangat jamur shitake, kemudian cuci bersih dan potong memanjang.Panaskan air lalu rebus batang pakcoy dan jamur shitake hingga agak layu kemudian angkat dan sisihkan.Kupas bawang putih lalu cincang halus, kemudian cuci dan potong menyerong cabai merah besar.Siapkan bumbu di mangkuk dengan menambahkan tepung maizena, SAORI® Saus Tiram, dan AJI-NO-MOTO® MSG, lalu tambahkan air aduk hingga semua bumbu larut dan merata.Panaskan minyak tumis bawang bombay dan bawang putih hingga harum, masukkan batang pakcoy dan jamur shitake yang sudah direbus tadi, kemudian tambahkan cabai merah lalu diaduk.Tambahkan daun pakcoy tumis hingga agak layu lalu tuangkan bumbu yang sudah disiapkan tadi, masak hingga matang dan bumbu merata. Tumis pakcoy jamur shitake siap disajikan.",Waktu Memasak 20 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-pakcoy-jamur-shitake-ala-saori,4.95,"87
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/reco%20%281%29-0fpLbL1675078923.webp
